age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,95,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
36,technician,married,professional.course,unknown,yes,no,telephone,may,wed,260,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,thu,280,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
24,services,single,high.school,no,yes,no,cellular,apr,tue,1594,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,yes
23,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,250,4,999,1,failure,-1.7,94.215,-40.3,0.846,4991.6,yes
34,blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
53,blue-collar,married,unknown,no,no,yes,cellular,jul,thu,821,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
33,admin.,married,high.school,no,yes,no,cellular,jul,fri,80,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
32,admin.,single,university.degree,no,no,no,cellular,may,wed,532,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,no
36,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,391,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
28,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,108,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
57,admin.,married,high.school,unknown,no,no,cellular,aug,tue,135,15,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
49,housemaid,single,university.degree,no,yes,no,cellular,dec,mon,583,2,6,1,success,-3.0,92.713,-33.0,0.7170000000000001,5023.5,yes
38,admin.,married,high.school,no,no,no,telephone,jun,tue,147,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
36,technician,single,unknown,no,no,no,telephone,jun,fri,264,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
35,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,232,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
31,admin.,single,university.degree,no,no,no,cellular,aug,wed,222,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
44,management,married,high.school,unknown,no,yes,telephone,jul,mon,73,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
25,student,single,high.school,no,no,yes,telephone,jun,wed,433,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
52,technician,divorced,professional.course,unknown,yes,no,telephone,jun,mon,56,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
31,admin.,single,high.school,no,no,no,cellular,jul,mon,88,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
46,self-employed,divorced,basic.9y,no,yes,yes,cellular,apr,thu,168,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
43,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,609,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes
47,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,mon,369,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
31,technician,single,university.degree,no,no,no,telephone,may,tue,47,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
59,retired,single,university.degree,no,no,no,telephone,may,mon,36,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27,admin.,divorced,high.school,no,no,no,telephone,may,tue,290,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,thu,16,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
32,services,married,high.school,no,yes,no,telephone,may,tue,14,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
50,management,single,university.degree,no,no,no,telephone,jun,tue,255,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39,admin.,married,university.degree,no,no,no,telephone,may,mon,744,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
31,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,101,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
32,admin.,married,university.degree,no,no,no,cellular,jul,wed,226,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
41,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,mon,197,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
50,blue-collar,married,professional.course,no,yes,no,cellular,aug,mon,45,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,housemaid,married,basic.6y,unknown,no,no,cellular,may,wed,177,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
44,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,141,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,technician,single,university.degree,no,no,no,telephone,may,wed,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,wed,434,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
38,technician,single,professional.course,no,yes,yes,cellular,nov,fri,159,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
46,management,divorced,basic.4y,no,no,no,telephone,jul,wed,201,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
33,admin.,married,high.school,no,yes,no,cellular,may,tue,495,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
29,self-employed,married,basic.9y,unknown,yes,no,telephone,may,fri,40,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
47,services,married,basic.9y,no,unknown,unknown,cellular,aug,thu,282,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
43,admin.,divorced,high.school,no,yes,no,telephone,jul,mon,109,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
38,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,788,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,yes
44,admin.,divorced,high.school,no,yes,no,telephone,oct,tue,294,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.968,5195.8,yes
29,student,single,professional.course,no,no,no,telephone,nov,fri,232,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
43,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,272,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
38,admin.,married,basic.9y,no,yes,no,cellular,may,tue,69,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
25,admin.,married,university.degree,no,no,no,cellular,mar,fri,184,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,5099.1,no
56,technician,married,professional.course,unknown,no,no,telephone,jun,fri,35,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
45,self-employed,married,university.degree,no,no,yes,cellular,aug,thu,157,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.851,5076.2,no
34,services,married,high.school,unknown,no,no,telephone,may,tue,198,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
60,management,married,professional.course,unknown,yes,no,cellular,jul,thu,241,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
46,admin.,married,high.school,unknown,no,no,cellular,aug,fri,49,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
49,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,221,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
51,unemployed,married,basic.6y,no,yes,no,cellular,jun,thu,79,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
41,admin.,divorced,high.school,no,no,no,telephone,may,tue,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
48,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,fri,165,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
34,services,married,basic.9y,no,yes,yes,cellular,jul,wed,86,3,999,1,failure,-1.7,94.215,-40.3,0.84,4991.6,no
34,admin.,single,university.degree,no,yes,no,cellular,may,fri,266,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,186,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
35,self-employed,married,university.degree,no,yes,no,cellular,jul,mon,192,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
31,services,single,university.degree,no,yes,no,cellular,jul,mon,68,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,269,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,management,married,university.degree,no,no,yes,cellular,oct,wed,255,1,6,1,success,-1.1,94.601,-49.5,1.043,4963.6,yes
50,admin.,married,basic.6y,no,no,no,cellular,aug,tue,178,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
58,services,married,basic.4y,no,no,no,telephone,may,thu,249,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
36,admin.,single,high.school,no,yes,yes,telephone,nov,fri,661,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
47,self-employed,single,professional.course,no,yes,no,cellular,nov,thu,97,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
36,admin.,married,high.school,no,yes,no,cellular,apr,mon,53,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
68,retired,married,basic.4y,no,yes,yes,cellular,may,fri,220,1,6,1,success,-1.8,93.876,-40.0,0.684,5008.7,yes
56,services,married,high.school,no,yes,no,cellular,may,mon,520,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
47,entrepreneur,married,professional.course,no,no,no,telephone,may,tue,400,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,164,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
48,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,14,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35,self-employed,married,university.degree,no,no,yes,telephone,may,thu,188,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
24,blue-collar,single,unknown,no,no,no,cellular,jul,tue,39,17,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
46,services,married,high.school,unknown,no,no,cellular,apr,mon,270,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
40,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,267,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,thu,551,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
32,technician,single,high.school,no,yes,no,cellular,aug,mon,433,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,112,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
52,technician,married,basic.9y,no,no,no,cellular,jul,tue,162,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
35,admin.,single,university.degree,no,no,yes,telephone,may,wed,424,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,204,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
50,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,tue,108,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40,admin.,married,university.degree,no,no,yes,cellular,aug,tue,445,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
28,student,single,unknown,no,yes,no,cellular,oct,thu,231,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no
51,technician,married,university.degree,no,yes,no,cellular,mar,thu,278,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.538,5099.1,no
39,technician,married,professional.course,unknown,no,no,cellular,aug,fri,49,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
33,unemployed,divorced,professional.course,no,no,no,cellular,aug,mon,197,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33,admin.,single,university.degree,no,no,no,cellular,aug,wed,154,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
27,technician,single,basic.9y,no,no,yes,cellular,apr,wed,79,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
37,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,apr,thu,435,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
40,management,married,basic.6y,unknown,yes,no,telephone,jun,wed,229,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
38,technician,single,unknown,no,yes,no,cellular,jul,fri,172,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
59,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
52,technician,married,professional.course,no,yes,no,cellular,aug,tue,425,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
27,admin.,single,university.degree,no,no,no,cellular,may,tue,134,1,3,1,success,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
60,management,married,unknown,unknown,no,no,cellular,jul,mon,230,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
57,admin.,divorced,university.degree,no,no,no,telephone,nov,tue,119,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,no
54,retired,married,basic.9y,no,no,yes,telephone,may,mon,596,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,management,divorced,university.degree,no,no,no,cellular,nov,mon,136,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
38,blue-collar,married,high.school,no,no,no,telephone,jun,thu,140,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,322,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
35,unemployed,married,high.school,no,yes,no,cellular,aug,mon,362,1,6,1,success,-1.7,94.027,-38.3,0.904,4991.6,yes
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,82,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
43,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,284,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
41,admin.,married,university.degree,no,no,no,cellular,sep,mon,133,3,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,no
43,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,1182,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes
39,services,divorced,high.school,no,yes,no,cellular,nov,tue,194,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
34,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,335,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
48,admin.,married,university.degree,no,yes,no,cellular,nov,wed,256,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
41,entrepreneur,divorced,basic.9y,no,yes,no,cellular,jul,thu,179,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
30,admin.,divorced,basic.6y,no,no,no,cellular,jul,wed,144,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
55,self-employed,married,basic.9y,no,yes,no,cellular,may,tue,604,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
34,technician,single,professional.course,no,yes,no,cellular,mar,fri,266,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes
27,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,185,5,999,2,failure,-1.7,94.215,-40.3,0.846,4991.6,no
56,admin.,single,basic.9y,no,yes,no,telephone,jun,wed,341,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
42,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,91,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,management,divorced,university.degree,no,yes,no,telephone,jun,tue,183,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,363,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
50,technician,married,university.degree,no,no,no,cellular,jul,fri,95,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
27,admin.,single,university.degree,no,no,no,telephone,jul,mon,86,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
45,management,married,university.degree,no,yes,no,cellular,may,thu,239,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
47,services,married,high.school,unknown,no,no,cellular,aug,fri,362,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
58,housemaid,married,basic.4y,no,no,no,cellular,may,mon,91,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
35,blue-collar,married,high.school,no,no,no,cellular,nov,mon,540,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes
61,retired,married,university.degree,no,yes,no,cellular,apr,tue,216,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
47,entrepreneur,married,unknown,unknown,yes,no,telephone,may,tue,22,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
41,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,45,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
43,management,married,university.degree,no,no,no,cellular,aug,wed,157,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
29,entrepreneur,single,basic.9y,no,no,no,cellular,jul,mon,223,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
32,blue-collar,single,basic.4y,no,no,no,cellular,may,wed,902,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
27,admin.,single,high.school,no,no,no,cellular,jul,tue,491,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
32,student,single,university.degree,no,yes,no,cellular,nov,wed,135,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
49,entrepreneur,married,basic.4y,no,no,no,cellular,apr,mon,383,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1038,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,417,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
47,blue-collar,single,unknown,no,yes,no,cellular,jul,tue,91,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
32,services,married,high.school,no,yes,no,telephone,jun,mon,29,32,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
45,management,single,university.degree,no,no,no,telephone,may,thu,477,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
54,management,married,university.degree,no,no,no,cellular,apr,thu,339,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
82,retired,divorced,basic.4y,no,no,no,cellular,apr,mon,529,1,6,2,success,-1.8,93.749,-34.6,0.643,5008.7,yes
31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,184,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
22,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,245,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
50,services,single,high.school,no,no,no,cellular,jul,wed,117,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
42,blue-collar,divorced,high.school,unknown,yes,no,cellular,may,wed,175,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
33,self-employed,married,basic.9y,no,unknown,unknown,cellular,may,tue,328,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
32,services,married,basic.9y,no,no,no,telephone,jun,tue,138,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40,technician,single,university.degree,no,yes,no,cellular,aug,tue,286,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,475,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
53,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,fri,164,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
54,housemaid,married,professional.course,no,no,no,telephone,oct,mon,187,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,no
27,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
35,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,333,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
34,management,married,university.degree,no,unknown,unknown,cellular,mar,tue,57,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,no
57,blue-collar,married,basic.9y,no,yes,no,telephone,jul,wed,106,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
31,entrepreneur,single,high.school,no,no,no,cellular,nov,thu,189,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
30,management,married,university.degree,no,yes,yes,cellular,jul,wed,229,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
29,technician,single,university.degree,no,yes,yes,telephone,jun,fri,1149,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
48,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,54,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
29,technician,single,high.school,no,no,no,cellular,aug,tue,63,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
45,technician,divorced,professional.course,no,yes,no,telephone,may,fri,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
40,services,married,basic.6y,no,yes,no,cellular,jul,mon,137,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
36,admin.,single,university.degree,no,yes,no,telephone,jun,mon,99,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,461,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
37,blue-collar,married,basic.6y,no,yes,no,cellular,oct,thu,262,4,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no
34,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,191,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
36,admin.,divorced,university.degree,no,no,no,telephone,may,thu,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
35,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,628,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
41,housemaid,married,basic.6y,no,no,no,telephone,may,thu,142,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
44,management,married,basic.9y,no,yes,no,cellular,aug,tue,100,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
35,admin.,married,university.degree,no,no,no,cellular,nov,mon,397,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
46,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,265,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
60,technician,married,high.school,no,no,no,cellular,jul,fri,590,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
51,unknown,married,unknown,unknown,yes,no,cellular,aug,fri,10,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41,technician,married,university.degree,no,yes,no,cellular,aug,tue,27,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
55,management,divorced,basic.6y,unknown,no,no,telephone,jul,wed,297,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
32,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,247,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
46,unemployed,married,basic.6y,unknown,yes,no,telephone,jun,tue,179,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
71,retired,married,unknown,no,yes,no,cellular,sep,fri,658,4,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.773,5017.5,yes
52,services,married,basic.4y,no,yes,no,cellular,jul,fri,264,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
19,student,single,unknown,no,yes,no,cellular,apr,fri,156,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
29,technician,single,university.degree,no,no,no,cellular,apr,tue,95,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,236,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
26,admin.,single,high.school,no,no,yes,telephone,may,mon,8,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
55,admin.,married,university.degree,no,no,yes,telephone,jul,fri,498,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
37,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,188,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
56,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,383,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
49,services,divorced,high.school,no,yes,no,cellular,aug,fri,156,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
50,technician,married,university.degree,no,yes,yes,cellular,sep,wed,1353,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7490000000000001,5017.5,no
32,admin.,single,university.degree,no,no,yes,cellular,jul,thu,1027,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,yes
